date,XOM,JNJ,GE,T,WFC,JPM,CHL,WMT,PG,VZ,PFE,F,KO,CVX,NVS,BABA,V,FMX,ORCL,HD,DIS,MS,PM,TM,UBS,PEP,IBM,NVO,BAC,UL,UN,TSM,UNH,RIO,C,HSBC,BMY,TOT,MCD,MA,CVS,SNY,MMM,DCM,BP,GSK,ABBV,TJX,SAP,AGN,NKE,UPS,RY,NTT,HON,UTX,ABEV,SNP,BA,TD,LLY,ACN,UNP,LMT,RAI,USB,DEO,AZN,D,LOW,LYG,DHR,MTU,CL,BBL,CAJ,SAN,GS,SPG,AXP,AIG,BNS,LFC,BT,DOW,TMO,DD,EPD,CB,TWX,OXY,NEE,BLK,E,ABT,DUK,NGG,CRM,COP,EMC
15-10-12,79.3,95.99,28.09,33.3,52.18,61.72,59.69,66.93,74.33,44.3,33.22,14.98,42,88.74,92.35,70.3,74.99,93.75,38.04,121.9,106.35,32.8,84.66,123.11,19.75,99.14,151.14,55.68,15.52,43.2,42.87,22.09,122.51,38.95,51.28,40.68,62.71,51.35,103.24,96.64,103.07,49.34,150.06,18.04,35.37,40.38,55.77,73.58,68.45,273.4,63.22,104.41,56.65,36.16,101.5,95.43,5.1,71.1,140.68,40.78,79.44,105.05,95.26,214.33,46.95,41.63,112.11,32.13,72,73.81,4.72,89.48,6.47,66.25,36.15,30.89,5.93,180.23,196.64,77.31,58.68,46.22,18.84,33.56,46.6,125.9,55.66,28.28,107.02,73.18,73.04,101.45,315.66,34.97,41.57,72.82,70.15,75.88,55.27,28.35
15-10-13,79.16,95.45,27.87,33.22,51.86,61.55,59.05,66.73,74.11,44.36,32.98,14.94,41.65,88.38,91.02,69.68,75,93.51,37.82,121.61,106.59,32.61,84.41,121.07,19.53,97.92,149.62,53.64,15.52,43.06,42.9,21.94,123.99,38.17,51.21,39.54,62.34,50.9,103.38,95.93,102.05,48.53,149.11,17.7,34.73,40.11,53.8,72.74,72.3,262.05,62.9,103.3,56.64,35.7,99.82,94.28,4.77,70.83,140.29,40.66,79.62,103.48,93.8,211.98,46.58,41.43,112.14,31.3,71.9,72.97,4.59,89.19,6.32,65.97,35.13,30.7,5.75,180.97,194.96,76.6,58.69,46.29,18.58,32.8,46.51,125.48,55.76,27.8,106.45,72.79,72.71,101.24,315.12,34.92,40.92,72.53,69.55,76.63,55.04,27.55
15-10-14,80.16,94.53,27.6,33.27,51.5,59.99,59.98,60.03,74.21,43.99,33.04,15.01,41.68,89.76,92.1,68.54,74.2,93.85,37.26,120.27,105.73,32.54,84.48,120.05,19.67,97.49,150.01,53.53,15.64,43.11,42.91,22.34,122.07,39.24,50.72,39.79,62.08,51.58,102.82,95.03,100.45,48.49,148.32,17.57,35.32,40.62,53.94,71.77,72.78,269.31,62.92,102.86,56.77,35.16,98.26,92.17,4.79,71.85,134.22,40.49,79.25,102.43,92.91,208.15,46.04,40.5,111.68,31.51,72.09,72.04,4.61,88.24,6.13,65.75,35.84,30.48,5.73,179.51,194.1,76.17,58.03,46.17,18.47,32.36,47.11,123.97,56.4,27.81,105.55,71.03,73.9,100.93,322.47,35.27,40.72,72.34,70.34,75.58,55.46,27.11
15-10-15,81.48,97.15,28.03,33.49,52.69,61.89,61.01,59.33,74.27,44.67,34.08,15.22,41.92,90.72,93.86,71.78,75.34,95.03,37.55,121.81,107.89,33.61,86.07,122.44,20.04,98.28,150.09,53.79,16.19,44.96,44.95,21.95,120.17,39.21,52.97,40.41,63.62,51.84,103.66,97.16,102.41,50.28,149.19,18.02,35.68,41.54,56.14,71.73,74.1,274.08,64.4,103.8,57.15,36.44,98.5,93.18,5.01,73.77,137.39,40.63,79.86,102.3,94.26,209.18,46.68,41.01,113.69,32.24,72.8,72.65,4.71,89.06,6.31,66.57,35.82,30.99,5.69,184.96,197.59,76.74,59.19,46.51,19.28,33.26,47.58,125.47,56.7,28.82,107.55,72.49,74.72,103.2,325.63,35.55,41.87,73.48,71.68,77.7,55.23,27.79
15-10-16,82.48,98.24,28.98,33.83,52.88,62.43,61.44,58.89,74.9,44.7,34.41,15.28,42.02,91.29,95.03,71.99,76,96.9,37.37,122.74,108.24,33.95,87.78,123.96,20.51,99.7,150.39,55.61,16.12,45.21,45.32,22.16,119.98,38.36,52.69,40.37,64.49,51.97,104.82,97.64,103.38,50.54,148.7,18.12,35.86,41.96,56.53,72.43,75.34,278.13,65.24,103.95,57.36,36.24,97.03,93,4.99,73.88,137.6,40.59,81.51,103.01,92.94,209.78,47.36,40.77,113.84,32.35,73.14,72.78,4.74,88.94,6.36,67.12,35,31.38,5.81,185.18,198.6,77.21,60,46.67,19.34,33.31,47.62,126.4,57.27,28.89,108.95,72.02,74.23,103.66,330.83,36.02,42.22,73.59,71.9,78.77,55.23,27.77
15-10-19,80.99,97.94,28.99,33.63,52.56,62.22,61.41,58.85,75.16,44.7,34.5,15.36,41.99,90.03,94.12,72.65,76.99,96.01,36.87,123.1,109.47,32.32,88.42,123.55,20.2,100.18,149.22,56.03,16.14,45.29,45.54,22.23,120.73,37.76,52.86,40.12,65.08,50.86,104.49,97.74,103.51,50.46,148,18.23,34.94,41.74,56.16,72.92,74.76,273.31,66.6,104.26,56.52,36.25,97.18,92.05,4.96,73.92,138.42,40.58,80.25,103.1,92.71,210.64,47.49,40.73,114.23,32.2,73.37,73.43,4.76,89.15,6.28,67.25,34,31.19,5.73,185.74,202.59,77,60,46.38,19.21,33.16,47.39,129.03,57.05,28.38,109.51,71.16,72.71,103.77,327.88,35.21,42.15,73.58,71.97,77.93,53.69,27.72
15-10-20,80.83,97.59,28.78,33.75,53.08,62.52,61.95,58.75,74.43,45.24,34,15.38,42.29,89.99,92.33,71.79,76.28,97.11,36.86,122.85,109.84,32.25,88.72,122.21,20.04,100.27,140.64,54.69,16.2,45.25,45.36,22.31,120.42,37.5,52.84,39.87,63.89,50.45,103.84,97.67,103.6,49.29,149.11,18.63,34.97,41.16,54.83,73.01,75.46,263.42,66.18,104.56,57.25,37.52,98.28,95.62,4.98,73.93,138.88,40.93,77.79,103.47,93.74,208.73,47.63,41.25,114.44,30.93,73.69,72.84,4.73,89.43,6.33,67.06,33.7,31.04,5.66,185.51,202.14,76.95,60.27,46.78,19.36,33.79,47.69,128.62,57.19,27.9,111.05,71.73,72.58,103.94,327.15,35.01,41.74,73.7,72.18,77.53,53.54,27.49
15-10-21,80.21,97.63,28.85,33.6,53.12,62.06,61.03,58.64,73.59,44.86,33.46,15.41,42.19,89.33,91.59,69.48,75.46,97.88,36.62,123.3,110.09,31.48,88.98,123.7,19.76,100.25,140.92,54.41,15.9,45.21,45.36,22.22,118.11,37.18,51.81,38.93,62.51,50.35,102.54,96.6,103.29,49.15,149.82,18.83,35.14,40.86,53.83,72.41,76.17,259,66.24,105.26,56.82,37.78,98.77,97.97,4.92,72.48,141.19,40.55,77.01,102.52,93.41,211.56,47.36,41.1,113.59,30.47,73.92,72.72,4.75,89.12,6.37,66.83,33.63,31.69,5.67,179.7,203.24,76.51,60.23,46.14,18.94,33.51,47.48,127.11,57.28,27.13,113.58,71.13,72.01,104.2,321.98,34.88,42.2,73.86,71.78,75.83,52.97,25.77
15-10-22,82.89,99.53,29.58,33.96,54.06,63.19,60.79,58.9,74.85,45.89,33.33,15.58,43.24,91.62,92.43,70.99,76.42,100.35,37.79,124.36,113.25,32.35,89.55,125.23,20.19,103.08,144.09,53.65,16.16,45.72,46.04,22.51,113.81,37.96,52.51,39.27,63.18,50.76,110.87,98.02,104.29,49.88,156,19.2,35.92,41.44,48.27,73.9,77.02,253.04,66.2,106.43,56.73,38.1,102.58,99.79,5,73.72,146.31,41.27,76.98,106.46,97.01,216.51,48.88,41.84,114.94,31.07,74.49,73.42,4.81,93.98,6.49,68.64,34.42,31.84,5.78,183.56,204.83,72.5,60.75,47.04,19.59,34.35,49.92,124,59.19,26.49,115.11,72.53,74.34,105.71,335.35,35.13,43.5,75.06,72.2,77.37,54.58,25.78
15-10-23,82.98,100.31,29.51,33.74,54.75,63.87,61.29,58.3,77.03,46.16,34.05,15.67,42.79,91.24,92.98,75.62,77.07,100.11,38.07,124.61,113.09,32.62,89.63,125.74,20.55,102.43,144.68,55.72,16.52,45.44,45.85,22.47,115.92,38.29,53.64,39.91,65.16,50.39,112.59,99.79,103.95,51.11,155.79,19.39,35.72,42.11,50.34,71.76,77.32,268.55,65.26,106.8,56.79,38.4,103.13,100.62,5.04,75.39,146.7,41.28,78.31,107.99,96.92,219.32,48.89,42.62,114.43,31.36,73.08,73.55,4.83,92.82,6.6,68.94,34.98,31.74,5.8,185.5,203.04,74.59,61.28,47.09,20.23,34.65,50.32,126.47,60.27,26.91,114.83,73.27,73.71,104.56,340.79,34.37,43.6,73.74,71.71,78.56,54.61,26.1
15-10-26,81.22,99.94,29.55,33.66,54.29,63.9,60.78,58.02,77.49,46.36,34.16,15.68,42.59,88.77,92.3,76.35,78.18,101.32,38.37,125.01,113.52,32.55,89.7,125.33,20.54,102.54,143.66,55.35,16.51,45.3,45.57,22.16,116.53,37.8,53.11,39.55,64.55,48.9,112.18,99.63,103.47,50.7,156.54,19.36,35.05,42.07,51.87,72.44,77.38,271.57,65.69,106.18,56.88,37.94,102.78,100.23,4.97,73.38,146.7,41.14,79.11,107.97,95.17,220.94,49.49,42.52,115.27,31.46,72.84,74.16,4.83,92.38,6.54,68.72,34.46,31.34,5.75,187.01,203.37,74.19,61.16,46.94,19.81,34.76,50.45,127.03,60.37,26.37,115.27,73.35,71.66,103.85,337.02,33.63,43.61,72.25,72.43,78.22,52.95,26.17
15-10-27,81.09,100.19,29.46,33.21,54.12,63.64,61.07,57.48,77.29,46.17,34.99,14.89,42.61,87.7,90.14,79.44,77.52,101.8,38.34,124.47,113.77,32.23,88.82,124.83,20.3,102.94,137.86,56.04,16.4,44.99,45.31,22.2,119.37,37.01,52.61,39.22,66.8,48.21,111.64,98.43,105.29,50.55,156.73,19.28,34.82,41.75,52.58,71.84,77.04,285.77,65.41,103.1,56.86,37.32,102.45,98.88,5.03,73.1,148.46,41.38,80.91,107.87,90.24,223.04,48.35,42.1,114.04,31.36,72.36,73.55,4.78,91.66,6.49,68.95,33.39,29.1,5.64,186.31,206.19,74.01,60.92,46.92,19.76,34.6,50.69,126.79,62.05,25.99,114.58,72.9,70.2,104.1,335.57,32.96,43.88,72.41,71.79,77.75,51.69,26.04
15-10-28,82.28,100.48,29.39,33.42,55.45,65.5,60.6,57.64,76.51,46.48,35.45,14.97,42.73,89.79,91.05,82.35,78.87,101.86,38.88,123.82,114.34,33.44,89.4,126.36,20.32,102.74,140.83,56.87,17.28,44.83,45.2,22.08,119.78,36.7,54.73,39.6,67.59,48.59,112.94,100.09,103.81,51.49,158.08,19.56,35.74,43.53,53.26,73.23,78.03,287.2,65.64,102.63,57.56,37.87,103.58,99.32,4.89,73.45,147.88,41.95,83.07,109.73,90.1,221.04,49.15,43.06,114.46,32.12,71.52,74.02,4.58,92.6,6.58,68.83,33.32,30.24,5.7,191.32,205.71,74.45,63.89,47.83,19.04,35.78,51.37,129.25,63.37,26.67,115.29,75.07,73.81,102.95,346.32,33.49,44.76,71.55,71.75,78.53,53.34,26.15
15-10-29,82.23,101.37,29.34,33.55,55.09,65.21,60.08,57.96,77.02,46.4,34.77,14.73,42.79,89.89,90.96,82.22,78.51,100.83,38.86,123.63,115.04,33.54,89.26,123.24,19.97,102.8,140.55,53.06,17.09,44.99,45.43,21.82,119.71,35.86,53.66,39.23,67.31,48.45,112.62,100.59,103.8,49.63,157.61,19.1,35.71,42.79,54.1,73.08,78.12,304.38,65.56,103.47,58.05,36.69,102.94,99.05,4.87,72.25,147.18,41.88,82,107.95,90.52,218.25,48.93,43,115.38,32.24,70.88,73.87,4.58,93.04,6.46,69.23,31.96,30.12,5.51,189.89,204.39,74.22,63.49,47.87,18.51,36.02,50.9,131.38,63.34,27.61,115.28,75.47,74.13,101.78,349.86,33.09,45.24,71.57,71.43,78.14,53.62,26.16
15-10-30,82.74,101.03,28.92,33.51,54.14,64.25,60.31,57.24,76.38,46.88,33.82,14.81,42.35,90.88,90.43,83.83,77.58,99.09,38.84,123.64,113.74,32.97,88.4,122.62,20.03,102.19,140.08,53.18,16.78,44.45,44.98,21.96,117.78,36.51,53.17,39.07,65.95,48.23,112.25,98.99,98.78,50.34,157.21,19.63,35.7,43.06,59.55,73.19,78.71,308.47,65.52,103.02,56.83,36.73,103.28,98.41,4.87,72.08,148.07,41.02,81.57,107.2,89.35,219.83,48.32,42.18,115.08,31.89,71.43,73.83,4.58,93.31,6.47,66.35,32.25,29.78,5.54,187.5,201.46,73.26,63.06,46.98,18.06,35.84,51.67,130.78,63.4,27.63,113.54,75.34,74.54,102.66,351.97,32.6,44.8,71.47,71.6,77.71,53.35,26.22
15-11-02,85.28,102.17,29.4,33.61,54.85,65.54,60.51,57.61,76.6,46.78,35.06,14.75,42.24,94.96,91.04,84.35,75.22,97.79,39.75,124.41,115.04,33.48,88.81,123.3,20.41,101.4,140.37,53.66,17.06,44.6,45.4,22.1,118.69,36.15,53.83,39.04,65.75,49.66,112.11,99.38,100.38,50.68,159.92,19.93,36.28,43.11,63.38,73.22,79.84,314.91,65.6,104.57,56.95,37.12,104.18,99.39,4.95,72.36,148.4,41.33,82.04,107.6,89.1,220.59,47.9,42.59,115.77,32.29,70.73,73.77,4.69,95.53,6.48,67.49,32,29.99,5.63,189.68,205.77,73.94,63.74,47.23,17.84,35.78,51.59,134.54,63.94,27.65,114.07,76.56,75.58,102.23,354.57,32.97,45.43,72.18,71.72,79.2,54.94,26.35
15-11-03,86.85,101.96,29.59,33.63,54.93,65.78,60.56,58.11,77.05,46.45,34.97,14.81,42.16,98.14,90.21,83.44,77.9,101.96,40.2,125.66,115.54,33.29,88.34,123.39,19.22,100.92,141.88,54.25,17.18,44.57,45.36,22.77,117.66,36.41,54.16,39.02,66.08,50.75,112.08,100.12,99.89,50.18,158.75,19.89,37.23,42.5,62.43,74.23,80.22,309.31,65.7,104.48,58.09,37.04,103.65,100,5.17,73.61,148.09,41.44,81.67,107.31,88.7,218.9,45.98,42.7,115.69,32.31,70.71,73.95,4.68,95.7,6.47,68,32.85,29.95,5.66,190.69,203.9,74.03,60.96,47.45,17.9,35.74,51.98,134.26,64.01,28.32,113.64,77.3,76.6,102.31,358.47,33.19,45.51,72.24,71.31,78.63,56.73,26.25
15-11-04,85.98,101.94,29.54,33.48,54.58,65.85,61.41,58.37,77.06,46.14,34.14,14.65,41.97,96.77,89.89,85.4,78.35,101.36,40.48,125.38,113.25,33.4,88.07,123.56,19.27,100.62,141.63,53.59,17.01,44.35,45.18,23.55,114.64,36.4,53.83,40.04,65.62,50.25,112.4,100.52,99.57,50.14,158.91,19.91,36.36,42.6,63.8,73.68,79.13,307.67,65.18,104,57.73,37.25,103.37,100.33,5.06,73.04,148.19,41.16,81.05,106.52,88.19,218.83,45.71,42.62,116.19,32.13,70.57,73.1,4.63,95.81,6.46,67.48,32.84,29.84,5.69,191.65,203.74,74.07,60.8,46.81,18.3,35.77,51.38,135.25,64.27,27.39,112.96,72.2,75.76,103.22,356.49,32.42,45.18,71.93,71.29,78.39,56.34,26.2
15-11-05,84.81,102.33,29.64,33.34,54.86,66.44,61.05,58.61,76.39,46.2,34.15,14.57,42.33,94.55,90.28,85.38,79.26,100.39,40.35,125.72,113,33.88,88.16,124.86,19.3,100.61,139.89,55.31,17.31,44.15,45.3,22.98,116.23,34.94,54.15,39.51,65.55,50.12,112.85,100.69,99.54,50.42,158.99,20.32,35.55,42.28,62.77,74.32,79.95,309.43,65.93,104.23,58.1,38.13,103.6,100.8,5.06,72.81,147.97,41.06,80.61,106.09,87.21,218.6,46.16,42.63,115.69,32.52,70.24,73.58,4.47,95.64,6.5,67.6,31.54,30.16,5.61,192.02,203,73.93,62,46.71,18.56,35.52,51.61,134.95,64.81,27.07,113.53,69.43,75.71,102.1,357.3,32.07,45.18,71.45,71.05,78.71,56.28,26.04
15-11-06,84.47,101.92,29.92,33.16,55.85,68.46,59.61,58.78,75.57,45.78,33.93,14.52,41.96,94.03,89.63,83.61,78.75,99.47,40.62,125.98,115.67,35.41,86.37,122.92,19.74,99.72,138.25,54.92,17.95,43.38,44.44,22.82,114.81,34.72,55.87,39.86,65.45,50.01,113.31,101.5,98.7,46.6,159.26,20.06,35.13,41.92,64.13,72.93,78.79,301.57,65.89,104.99,57.61,38.64,104,100.8,4.98,70.77,147.94,41.1,80.46,106,85.98,216.63,44.63,43.72,113.55,32.09,67.85,73.14,4.49,95.83,6.52,65.82,29.67,30.46,5.66,199.17,194.9,74.3,61.93,46.38,18.67,35.19,51.84,134.3,66.11,26.79,113.03,68.86,75.1,98.84,356.7,32.28,45.63,67.76,67.8,79.41,55.77,25.95
15-11-09,81.95,100.84,29.75,32.84,55.47,67.39,58.37,58.49,75.4,45.3,33.65,14.33,41.54,92.32,88.53,81.38,78.04,96.52,40.1,124.5,116.42,35.11,85.25,122.22,19.58,98.88,135.31,53.96,17.68,42.88,43.87,22.96,114.26,34.76,55.71,39.99,64.99,49.53,112.93,100.47,97.99,45.44,157.47,20.05,34.88,41.54,63.23,71.07,78.84,296.82,65.24,104.01,57.23,38.67,102.71,99.66,4.83,69.27,145.98,40.98,79.36,104.88,86.17,214.7,44.57,43.34,112.83,31.57,67.73,72.02,4.47,95.39,6.62,65.77,28.95,30.3,5.55,196.76,191.51,73.42,61.21,45.93,18.09,34.9,51.7,134.3,66.77,26.64,112.52,68.49,75.21,98.91,349.57,31.93,45.05,67.97,67.88,78.22,54.64,25.83
15-11-10,82.35,101.45,30.12,32.79,55.91,67.68,58.25,58.68,75.77,45.1,33.79,14.28,41.77,93.23,88.35,81.43,79.48,97.73,39.92,125.26,117.42,35.24,84.96,123.59,19.4,98.83,135.47,54.07,17.85,42.84,43.86,22.51,115.89,35.26,55.8,39.66,65.05,49.58,113.22,100.65,97.84,44.95,157.59,20.14,34.77,40.96,62.3,71.82,78.3,306.7,65,104.34,57.33,38.78,102.4,98.68,4.92,68.53,145.15,41.39,80.06,105.07,84.84,214.07,44.59,43.36,113.64,31.72,67.8,73.34,4.44,95.1,6.71,66.38,28.89,30.31,5.51,197.81,194.46,73.37,61.35,45.77,17.94,35.18,51.71,136.03,66.34,26.75,113.55,69.74,76.26,99,350.27,32.16,45.76,67.37,68.92,78.25,54.65,25.25
15-11-11,81.62,101.86,30.67,32.92,55.8,67.35,58.53,57.58,75.96,45.32,33.74,14.31,42.04,92.19,87.97,79.85,79.18,97.49,39.04,124.71,116.52,35.02,85.05,123.23,19.48,99.43,135.02,53.95,17.75,43.37,44.39,22.58,114.54,34.95,54.9,39.74,64.24,49.14,113.85,100.88,94.85,45.04,159.05,20.11,34.39,40.97,60.86,69.08,79.34,309.76,63.71,104.8,57.27,39.06,103.26,98.26,5.02,67.04,144.99,41.26,80.7,105.1,84.37,215.11,45,43.33,115.4,31.84,68.31,72.12,4.5,95.12,6.73,66.45,27.98,30.27,5.52,197.39,193.56,72.91,60.67,45.89,17.93,36.11,51.7,134.86,67,26.42,113.37,71.05,75.62,99.72,350.5,31.77,45.07,68.23,69.25,78.71,53.44,25.46
15-11-12,79.41,100.27,30.16,32.69,55.17,66,59.15,56.95,74.66,44.83,33.39,14.04,41.58,89.86,86.86,78.76,78.31,97.05,38.63,123.81,116.21,34.23,84.02,121.73,19.06,98.37,133.04,53.5,17.37,42.6,43.65,22.24,112.82,33.99,53.46,39.57,63.72,48.13,112.11,98.28,93.12,43.64,156.3,19.82,33.5,40.05,60.23,68.25,79.14,300.04,62.99,102.6,56.4,38.36,101.97,99.22,4.95,67.39,142.54,40.65,79.86,104.32,83.95,213.58,45.41,42.72,114.35,30.85,67.91,72.71,4.42,94.09,6.56,65.27,26.8,30.19,5.34,192.77,191.08,71.98,59.38,45.04,18.07,36.48,50.43,132.44,66.11,25.55,111.43,70.42,73.14,100.73,345.74,31.09,44.19,67.29,69.54,78.3,51.97,25.02
15-11-13,78.1,99.88,30.28,32.31,54.57,65.56,57.48,56.42,73.96,44.23,33.27,13.92,41.38,88.68,86.28,75.85,78.11,96.18,37.3,120,114.84,33.93,83.4,121.27,18.97,98.04,131.75,52.93,17.2,42,42.67,21.89,111.41,34.24,53.17,38.92,64.15,48.05,109.97,96.86,91.81,42.99,155.65,19.51,33.38,39.87,59.86,64.21,77.96,299.63,60.93,101.78,55.5,37.89,101.08,96.48,4.93,64.62,142.59,40.05,79.55,103.15,83.78,213.16,45.52,42.38,112.27,31.29,68.2,70.09,4.42,93.54,6.83,64.56,27.15,30.01,5.29,190.39,186.34,71.2,59.31,44.3,17.7,36.06,51.14,132.33,67.05,25.83,111.85,69.93,73.51,100.43,343.25,30.78,43.96,66.89,68.94,75.6,51.83,25.03
15-11-16,80.9,101.22,30.36,33.04,55.27,66.51,58.78,57.87,75.3,45.04,33.16,14.04,41.96,91.45,87.05,78.3,78.9,96.74,38.12,120.84,115.92,34.05,84.35,122.04,18.88,99.56,133.71,53.26,17.43,42.5,43.32,22.35,113.82,34.19,53.69,39.22,65.02,49.07,111.06,98.3,93.62,43.12,158.21,19.9,34.48,40.23,60.01,65.65,78.03,298.71,61.73,103.14,56.38,38.92,102.96,97.83,4.97,65.88,144.42,40.48,81.23,106.33,84.35,220.67,46.12,43.11,113.58,32.78,69.26,71.64,4.52,95.15,6.79,65.57,27.14,30.26,5.3,192.16,187.64,71.66,60.66,45.09,18.11,36.82,51.65,135.54,67.24,26.8,113.76,71.1,74.97,102.12,352.33,31.31,44.88,67.73,70.06,76.26,54.37,25.27
15-11-17,79.96,101.5,30.32,33.26,54.96,66.13,58.6,59.92,75.07,45.08,32.87,14.15,41.67,91.03,87.42,78.13,78.83,98.68,38.13,126.18,116.13,33.59,83.84,123.15,19.16,98.83,133.82,53.96,17.42,42.81,43.56,22.52,114.39,33.43,53.49,39.41,65.73,48.95,110.94,98.07,93.79,43.46,157.03,19.8,34.18,40.63,60.38,68.18,78.14,297.32,61.29,103.14,56.67,38.69,102.29,97.55,5.01,64.17,146.08,40.81,81.3,106.29,85.1,222.39,46.06,43.02,114.08,33.45,68.3,72.85,4.53,95.35,6.77,65.32,26.49,30.27,5.35,190.57,186.83,71.11,61,45.48,17.74,37.34,51.65,135.44,67.07,26.37,113.48,70.46,74.25,100.75,353.42,31.27,44.77,65.83,70.06,77.24,53.9,25.17
15-11-18,80.74,102.67,30.52,33.54,55.67,67.45,58.77,60.93,75.9,45.38,33.31,14.46,42.28,92.21,88.47,77.69,80.46,96.85,38.7,126.54,118.14,34.25,85.43,124.91,19.49,100.27,135.82,54.38,17.84,43.19,44.01,22.52,117.25,34.63,54.98,39.83,67.61,49.86,112.53,99.16,95.19,44.36,157.39,19.76,35.1,41,60.99,68.34,79.39,310.8,62.89,103.68,56.72,38.52,104.06,97.71,5.13,64.68,148.28,40.91,83.65,107.88,87.11,223.22,45.91,43.89,115.37,33.69,68.48,73.48,4.56,97.03,6.78,66.06,27.1,30.33,5.44,193.66,190.24,72.15,61.96,45.56,17.94,37.21,53.16,137.73,67.1,26.52,115.34,71.77,75.77,99.7,360.63,31.81,45.8,67.2,70.71,77.35,54.48,25.15
15-11-19,80.3,102.49,30.27,33.62,55.97,67.66,59.01,60.7,76.22,45.76,32.29,14.57,43.11,90.83,88.57,77.87,80.15,98.75,39.02,126.86,118.71,34.17,86.25,123.89,19.71,100.93,136.74,54.82,17.69,43.46,44.38,22.67,110.63,34.95,55.06,40.2,66.94,49.78,113.3,98.93,92.49,44.15,158.38,19.75,35.25,41.19,60.55,67.7,80.16,302.05,62.89,104.1,57.29,38.5,105.04,98.3,5.14,65.08,149.24,41.1,83.72,107.28,87.04,224,46.12,44.15,116.15,34.01,68.82,73.39,4.54,96.95,6.77,66.38,27.3,30.51,5.56,193.03,191.04,72.74,61.98,45.72,17.95,37.49,53.32,137.4,66.99,26.22,115.57,70.98,75.3,100.99,359.09,31.93,45.73,68.49,71.68,80.64,53.56,25.04
15-11-20,79.79,102.48,30.66,33.66,55.82,67.54,59.04,60.07,75.82,45.39,32.18,14.6,42.43,89.01,88.35,79.95,80.19,99.54,39.34,130.21,120.07,33.91,85.99,123.67,19.48,100.1,138.5,54.73,17.65,43.53,44.58,22.83,112.97,34.68,54.75,40.31,67.82,49.23,113.91,99.5,91.93,44.19,158.95,19.71,34.43,41.12,61.11,70.15,79.77,312.46,66.32,104.1,57.02,38.56,105.63,98.22,5.17,65.29,149.4,40.92,84.47,107.97,86.74,226.06,46.49,44.04,116.56,34.08,69,75.77,4.4,97.35,6.73,66.1,26.9,30.52,5.44,191.47,192.23,72.42,62.21,45.46,18.37,37.1,53.32,137.84,66.7,25.54,116.48,70.72,74.09,101.02,362.46,31.28,46.01,69.1,72.21,80.99,52.93,25.33
15-11-23,80.28,102.77,30.59,33.46,55.6,66.88,58.46,60.26,75.97,44.99,31.33,14.55,42.96,90.01,86.65,81.31,80.11,101.01,39.14,132.5,119.42,33.64,86.59,123.12,19.19,100.85,138.46,53.47,17.47,43.25,44.28,22.57,112.16,34.22,54.28,40.35,67.99,48.48,114.47,99.37,91.56,43.88,158.65,19.68,34.42,40.41,61.15,70.59,79.1,301.72,66.23,103.59,56.47,38.29,104.59,98.09,5.06,64.5,148.34,40.75,84.74,107.84,85.11,226.03,47.03,43.78,115.35,33.96,67.58,76.67,4.36,97.21,6.74,66.89,26.27,30.48,5.42,189.19,191.09,72.24,62.76,44.98,18.11,36.92,53,137.6,66.52,25.42,116.04,70.52,74.1,100.49,363.25,31.67,45.44,68.01,71.08,80.78,53.28,25.27
15-11-24,81.88,102.04,30.66,33.39,55.28,66.78,58.78,59.92,76.45,45.19,31.97,14.55,43.36,91.35,86.4,80.86,79.79,99.95,39.46,133.6,117.95,33.59,86.9,124.02,19.2,100.63,138.6,53.95,17.47,43.08,43.97,22.5,113.19,34.33,54.18,40.03,67.82,49.05,114.28,98.5,92.25,43.58,157.75,19.52,34.99,40.39,61.13,70.53,78.64,311.43,66.26,103.4,56.54,38.2,103.17,97.36,5.06,64.97,148.65,40.93,83.88,107.35,84.8,226.43,46.69,43.86,114.93,33.94,67.48,77.39,4.37,96.51,6.68,66.82,26.64,30.23,5.49,188.67,187.24,71.63,63.12,45.37,18.09,36.66,53.38,137.96,67.42,25.72,115.56,70.19,75.9,99.41,356.81,31.97,45.45,68.08,70.14,80.39,55.32,25.47
15-11-25,81.25,101.96,30.36,33.45,55.22,66.86,58.31,60.24,75.9,44.92,32.87,14.55,43.36,90.87,85.95,81.71,79.56,99.76,39.26,134.65,118.67,33.61,87.17,123.86,19.23,100.5,138,54.24,17.44,43.69,44.58,22.56,114.41,33.67,54.08,40.16,68.08,48.91,114.4,98.16,93.9,44.25,157.63,19.24,34.99,40.7,60.29,71.65,79,320.26,67.06,103.49,56.6,37.84,103.63,97.27,4.96,64.01,147.43,40.86,83.74,107.1,84.63,225.8,46.57,43.77,115.9,34.11,67.22,77.61,4.41,96.83,6.59,66.43,25.53,30.23,5.34,189.15,188.49,71.69,63.15,45.22,18.21,37.02,51.92,138.66,67.26,25.93,115.05,70.3,75.38,98.88,360.62,32.41,45.41,67.72,70.52,80.41,54.38,25.42
